fold,score,r2,n_sample,source,sub_name,best_params,feature_type,features T-7,features T-6,features T-5,features T-4,features T-3,features T-2,features T-1
0,0.13344401976705977,0.12028889848319868,1593,same,1,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:7|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence,0.004860483315342124,0.0033845688732345503,0.006086705912314083,0.006296979565241645,0.011879447386046604,0.022438690067479873,0.10606785128618616
1,0.16241288346042582,0.13133840598152347,1593,same,2,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:7|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence,0.005983048936223523,0.01237041828096368,0.011237330313920425,0.005875992128250495,0.008359884838485755,0.03536143053158407,0.09208512057064208
2,0.04552035730218984,0.026660680361960898,1593,same,3,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:7|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence,0.0034595998102300296,0.008632539652687487,0.003460003869006201,0.0006661399766243248,0.010317369690320488,0.007315119410118665,0.06410681977315909
3,-0.0018113700555866252,-0.016894312761100982,1593,same,4,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:7|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence,-0.001456134500302264,0.0034226881893426155,0.007251846811373852,-0.004273747603560673,-0.007652080795133487,0.005392748543787951,0.04432413259818398
4,0.06420003291425835,0.0570180576763788,1593,same,5,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:7|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence,0.0028676572922200494,-0.0013691448736922406,0.007244780929585315,0.0032676151721904743,0.010168200446892327,0.020982633346250678,0.07387181666417904
5,0.029503275707892018,0.023725174127239068,1593,same,6,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:7|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence,0.002031810853569893,0.003511851468033722,0.005236801109361422,-0.008460522512351987,-0.00086866822301368,0.012854728437414486,0.07080592808016692
6,-0.01204695904585762,-0.25388299807416814,1593,same,7,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:7|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence,-0.001235120471192408,-0.006773771266752671,-0.003800388577623792,0.0003309993204904327,-0.0020731756688869398,-0.0036284319384738417,0.0721826977768194
7,-0.03694673917417646,-0.042090476017744294,1593,same,8,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:7|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence,-0.006087068128443196,-0.0037601548737746793,-0.007362099363236618,-0.000235708256784406,-0.0002758009657420235,0.006279457615715333,0.030138870008841634
8,0.07906053823267634,0.06679972551324398,1593,same,9,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:7|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence,-0.001046156545567456,0.009897621995644968,0.0021395582447349517,0.011944084292473022,0.0031210019230743847,0.018490135913174922,0.08710279567792578
9,0.08596688231945682,-0.0012464539281085152,1593,same,10,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:7|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence,-0.004706877540957754,0.0008606932547381207,0.0039061181298527758,0.005329173275476528,0.015505757622660977,0.007642120834153432,0.10007944787682739
10,0.041642246386481396,0.03692676334037581,1593,same,11,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:7|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence,-0.004481702423329259,-0.0005863569337671626,-0.0017098664682825282,-0.0011996471831624556,-0.0028880317963072112,0.014404025228436469,0.07269631142770239
11,-0.003390708462988945,-0.0071546939101094775,1593,same,12,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:7|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence,-0.0024766645940757837,-0.0018225045962991572,-0.006245579339839336,0.0017346103566978853,0.006813651058596548,-0.007724430429364992,0.022644045694947313
12,-0.005069981425229297,-0.011021600707792123,1593,same,13,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:7|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence,-0.0031225057640128064,-0.0009804543786796848,0.009122432739279818,0.0007331392715605123,0.005788546445172083,0.015012635891190973,0.040797468041363284
13,-0.03552455124433429,-0.036020826528267325,1593,same,14,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:7|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence,0.003913367925878664,-0.0015083082306207364,0.006853232407746468,0.006622040320267785,0.007462331049552651,0.002179163594736977,0.019575294467978788
